nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
10007,A,Sainte-Catherine,B-C-D-J,-73.575222619530479000,45.497866173540572000,Régulier Payez-Partez
10009,A,Mackay,B-C-D-J,-73.576808956420081000,45.495816897594985000,Régulier Payez-Partez
10013,A,Bishop,B-C-D-J,-73.577890940711555000,45.497370382816555000,Régulier Payez-Partez
10014,A,Bishop,B-C-D-J,-73.576529326095454000,45.496558238196776000,Régulier Payez-Partez
10017,A,Bishop,B-C-D-J,-73.576172840509685000,45.496525578341952000,Régulier Payez-Partez
10019,A,Bishop,B-C-D-J,-73.573800120288652000,45.495389121688824000,Régulier Payez-Partez
10020,A,Crescent,B-C-D-J,-73.575894729128279000,45.497198184155323000,Régulier Payez-Partez
10023,A,Crescent,B-C-D-J,-73.577259921569436000,45.498021863954833000,Régulier Payez-Partez
10025,A,Crescent,B-C-D-J,-73.575515535049703000,45.497156074480785000,Régulier Payez-Partez
10026,A,Crescent,BASE COURTE ,-73.573154419299811000,45.496013364347931000,Régulier Payez-Partez
10027,A,Robert-Bourassa,J-K-L-M,-73.564879100890423000,45.500410055326270000,Régulier Payez-Partez
10028,A,Saint-Jacques,K-M-N-P,-73.561393905917598000,45.500423280661231000,Régulier Payez-Partez
10030,A,Saint-Jacques,K-M-N-P,-73.561468752631583000,45.500097793052554000,Régulier Payez-Partez
10033,A,Saint-Antoine,K-M-N-P,-73.562315176306967000,45.500772289835851000,Régulier Payez-Partez
10039,A,Viger,K-M-N-P,-73.562752596464449000,45.502614275615464000,Régulier Payez-Partez
10046,A,Viger,K-M-N-P,-73.561344322660076000,45.504548380137464000,Régulier Payez-Partez
10048,A,Viger,K-M-N-P,-73.560025285391745000,45.506272828465704000,Régulier Payez-Partez
10064,A,072 (nord ave Mont-Royal) - voie 1,PD-PH-PJ-PK,-73.576138030784620000,45.532042179585034000,Régulier Payez-Partez
10065,A,073 (nord Masson) - voie 1,RA-RB-RC-RD,-73.575381692802864000,45.548524484021208000,Régulier Payez-Partez
10066,A,075 (nord Masson) - voie 1,AB-AC-AD-AE,-73.574687491552851000,45.549691881139104000,Régulier Payez-Partez
10067,A,078 (Boyer sud Bélanger) Niveau C,RA-RB-RC-VA,-73.608566069863272000,45.539636941969682000,Régulier Payez-Partez
10068,A,078 (Boyer sud Bélanger) Niveau A,RA-RB-RC-VA,-73.608707971759444000,45.539337152205420000,Parcojour Payez-Partez
10070,A,078 (Boyer sud Bélanger) Niveau B,RA-RB-RC-VA,-73.608779766041266000,45.539535255029172000,Régulier Payez-Partez
10102,A,303  (sud de Beaubien) voie 1 ,RB-RC-RD-VB,-73.601606024801626000,45.535992424017088000,Régulier Payez-Partez
10111,A,René-Lévesque,B-C-D-J,-73.574404148206455000,45.494666134575155000,Régulier Payez-Partez
10114,A,Mackay,BASE COURTE ,-73.578514619157616000,45.496612786368857000,Régulier Payez-Partez
10120,A,Sainte-Catherine,BASE COURTE ,-73.579174984031397000,45.493991120671566000,Régulier Payez-Partez
10121,A,Sainte-Catherine,A-B-C-J,-73.580242588796167000,45.492875065882487000,Régulier Payez-Partez
10123,A,Sainte-Catherine,A-B-C-J,-73.578510776176373000,45.494554970081147000,Régulier Payez-Partez
10125,A,René-Lévesque,IMAGE AGENCE,-73.576017922199213000,45.492990241935892000,Régulier Payez-Partez
10129,A,Guy,A-B-C-J,-73.579519667891020000,45.495686395780766000,Régulier Payez-Partez
10131,A,Guy,A-B-C-J,-73.576357870892338000,45.494286214167765000,Régulier Payez-Partez
10132,A,Sainte-Catherine,BASE COURTE ,-73.577635398737087000,45.495126486683951000,Régulier Payez-Partez
10135,A,Sherbrooke,A-B-C-R,-73.582304983457519000,45.495761880654726000,Régulier Payez-Partez
10136,A,Sherbrooke,A-B-C-R,-73.581469658821447000,45.496680441169374000,Régulier Payez-Partez
10137,A,Sherbrooke,B-C-D-R,-73.580571869452058000,45.497902778280640000,Régulier Payez-Partez
10144,A,Sherbrooke,B-C-D-R,-73.577755483577377000,45.500440237278426000,Régulier Payez-Partez
10146,A,Sherbrooke,B-D-E-R,-73.576421581839767000,45.501837440442543000,Régulier Payez-Partez
10147,A,Lincoln,A-B-C-R,-73.580474578915030000,45.495995849011713000,Régulier Payez-Partez
10151,A,Maisonneuve,B-C-D-R,-73.577069982935996000,45.498731764478009000,Régulier Payez-Partez
10153,A,Maisonneuve,B-D-E-R,-73.574204206442374000,45.501517320544430000,Régulier Payez-Partez
10154,A,Saint-Mathieu,A-B-C-R,-73.581572100127161000,45.495092237628633000,Régulier Payez-Partez
10157,A,Guy,A-B-C-R,-73.580142784941529000,45.496137603702010000,Régulier Payez-Partez
10159,A,Simpson,A-B-C-R,-73.581294552315157000,45.497238050550848000,Régulier Payez-Partez
10162,A,Mackay,B-C-D-R,-73.580548459780360000,45.497592211787094000,Régulier Payez-Partez
10168,A,Crescent,B-C-D-R,-73.577725199059031000,45.498103652344724000,Régulier Payez-Partez
10170,A,Crescent,BASE COURTE ,-73.579156132742298000,45.498925051636434000,Régulier Payez-Partez
10171,A,Sherbrooke,B-E-PA-R,-73.578871849891740000,45.499615584387954000,Régulier Payez-Partez
10173,A,Sherbrooke,B-E-PA-R,-73.578127960965247000,45.500381327398955000,Régulier Payez-Partez
10174,A,Drummond,B-C-D-R,-73.576343331703526000,45.499562349223673000,Régulier Payez-Partez
10177,A,Stanley,B-C-D-R,-73.575671651615650000,45.500269771585003000,Régulier Payez-Partez
10178,A,Peel,B-D-E-R,-73.574821521671211000,45.501004251081490000,Régulier Payez-Partez
10180,A,René-Lévesque,A-C-J-L,-73.575719500032733000,45.492865442306680000,Régulier Payez-Partez
10182,A,René-Lévesque,A-C-J-L,-73.574048177283728000,45.494605895016853000,Régulier Payez-Partez
10191,A,La Gauchetière,D-F-J-K,-73.567361311133595000,45.498332892755236000,Régulier Payez-Partez
10192,A,La Gauchetière,J-K-L-M,-73.566731153239090000,45.498625948332020000,Régulier Payez-Partez
10198,A,Lucien-L'Allier,C-D-J-L,-73.572204036189660000,45.495355471427935000,Régulier Payez-Partez
10201,A,Montagne,C-D-J-L,-73.571561401673549000,45.496309500079398000,Régulier Payez-Partez
10204,A,Drummond,C-D-J-L,-73.571352929215578000,45.497295838931670000,Régulier Payez-Partez
10206,A,Peel,C-D-J-L,-73.570261663931333000,45.498464931089146000,Régulier Payez-Partez
10209,A,Peel,C-D-J-L,-73.567877184010641000,45.497300545456056000,Régulier Payez-Partez
10212,A,Cathédrale,D-F-J-K,-73.569134003966397000,45.499088794100480000,Régulier Payez-Partez
10213,A,Cathédrale,D-F-J-K,-73.568078550320749000,45.498574662933073000,Régulier Payez-Partez
10215,A,Cathédrale,J-K-L-M,-73.566713224091998000,45.497955398352183000,Régulier Payez-Partez
10216,A,Mansfield,D-F-J-K,-73.567575558610983000,45.499321621394813000,Régulier Payez-Partez
10217,A,Mansfield,J-K-L-M,-73.566031895745766000,45.498566011162318000,Régulier Payez-Partez
10223,A,Sainte-Catherine,B-C-D-J,-73.574859091682455000,45.497922995230624000,Régulier Payez-Partez
10227,A,Sainte-Catherine,D-F-J-K,-73.572702613869239000,45.500081894017875000,Régulier Payez-Partez
10229,A,Cypress,B-C-D-J,-73.571783016055946000,45.499346090115353000,Régulier Payez-Partez
10230,A,René-Lévesque,B-C-D-J,-73.572411256109760000,45.496721659596176000,Régulier Payez-Partez
10231,A,René-Lévesque,B-C-D-J,-73.571663768842441000,45.497530118664926000,Régulier Payez-Partez
10232,A,René-Lévesque,B-C-D-J,-73.571011582057096000,45.498210628169915000,Régulier Payez-Partez
10234,A,Drummond,B-C-D-E,-73.574469439238584000,45.498664534925389000,Régulier Payez-Partez
10237,A,Drummond,B-C-D-J,-73.574112714770791000,45.498622710315480000,Régulier Payez-Partez
10239,A,Stanley,B-C-D-E,-73.573780377160162000,45.499355785639779000,Régulier Payez-Partez
10242,A,Peel,IMAGE AGENCE,-73.573106387041079000,45.500035090074604000,Régulier Payez-Partez
10243,A,Peel,IMAGE AGENCE,-73.574607474661633000,45.500765024087030000,Régulier Payez-Partez
10248,A,Sainte-Catherine,B-D-E-F,-73.572405934088337000,45.500637382187804000,Régulier Payez-Partez
10249,A,Metcalfe,B-D-E-F,-73.573900172131090000,45.501464234265036000,Régulier Payez-Partez
10252,A,Sainte-Catherine,D-F-J-K,-73.572069457667794000,45.500768889243538000,Régulier Payez-Partez
10253,A,Metcalfe,D-F-J-K,-73.569798589300959000,45.499613911409966000,Régulier Payez-Partez
10254,A,Mansfield,BASE COURTE ,-73.571813815592407000,45.501381114858191000,Régulier Payez-Partez
10255,A,Mansfield,IMAGE AGENCE,-73.570719792117956000,45.500819758782306000,Régulier Payez-Partez
10257,A,Sherbrooke,A-B-C-R,-73.587962616778142000,45.491118787542284000,Régulier Payez-Partez
10259,A,Sherbrooke,A-B-C-R,-73.586837854213783000,45.492208581747136000,Régulier Payez-Partez
10261,A,Sherbrooke,A-B-C-R,-73.584432351508028000,45.493693813994525000,Régulier Payez-Partez
10262,A,Sherbrooke,A-B-C-R,-73.582703646442113000,45.495624664492936000,Régulier Payez-Partez
10263,A,Sherbrooke,A-B-C-R,-73.586930869987199000,45.491935240826564000,Régulier Payez-Partez
10265,A,Sherbrooke,A-B-C-R,-73.585533047278318000,45.492767009900525000,Régulier Payez-Partez
10266,A,Sherbrooke,A-B-C-R,-73.584228115145976000,45.493601133194637000,Régulier Payez-Partez
10267,A,Saint-Marc,A-B-C-R,-73.583267117996826000,45.494587473603573000,Régulier Payez-Partez
10268,A,Atwater,A-B-C-R,-73.586326995814858000,45.490254146063634000,Régulier Payez-Partez
10271,A,Maisonneuve,A-B-C-R,-73.581500268902417000,45.493834246027134000,Régulier Payez-Partez
10272,A,Chomedey,A-B-C-J,-73.582805432802317000,45.490971541386045000,Régulier Payez-Partez
10274,A,Sainte-Catherine,A-B-C-J,-73.583080816966316000,45.490458391258095000,Régulier Payez-Partez
10277,A,Sainte-Catherine,A-B-C-J,-73.580566880386627000,45.492798729065818000,Régulier Payez-Partez
10278,A,Sainte-Catherine,A-B-C-J,-73.581340663385433000,45.491942364907985000,Régulier Payez-Partez
10280,A,Tupper,A-B-C-J,-73.583165387346028000,45.489095092847236000,Régulier Payez-Partez
10282,A,René-Lévesque,A-B-C-J,-73.582238642094083000,45.488228522570864000,Régulier Payez-Partez
10283,A,René-Lévesque,A-B-C-J,-73.581057419699988000,45.488772207137849000,Régulier Payez-Partez
10284,A,René-Lévesque,A-B-C-J,-73.579836805390443000,45.489387581632556000,Régulier Payez-Partez
10287,A,Atwater,A-B-C-R,-73.586592446776237000,45.490661228257892000,Régulier Payez-Partez
10298,A,Sherbrooke,B-E-PA-R,-73.574019852626307000,45.504229613512415000,Régulier Payez-Partez
10300,A,Sherbrooke,B-E-PA-R,-73.572926361661430000,45.505388827934020000,Régulier Payez-Partez
10302,A,Sherbrooke,E-G-PA-R,-73.571858894410624000,45.507615802246036000,Régulier Payez-Partez
10303,A,Sherbrooke,E-G-PA-PB,-73.571511742000027000,45.508188997682780000,Régulier Payez-Partez
10304,A,Sherbrooke,E-G-PA-R,-73.572134873536797000,45.506702644450129000,Régulier Payez-Partez
10306,A,Président-Kennedy,B-E-PA-R,-73.574187724969647000,45.502754294970536000,Régulier Payez-Partez
10307,A,Président-Kennedy,B-E-PA-R,-73.573066642094560000,45.503970769346758000,Régulier Payez-Partez
10311,A,Président-Kennedy,E-F-G-H,-73.571716620031140000,45.505111959358125000,Régulier Payez-Partez
10313,A,Bleury,E-G-PA-R,-73.569751900279883000,45.507551139150571000,Régulier Payez-Partez
10314,A,Président-Kennedy,E-F-G-H,-73.570762253258110000,45.506012056620861000,Régulier Payez-Partez
10318,A,Maisonneuve,B-D-E-F,-73.571760653050788000,45.503989750460669000,Régulier Payez-Partez
10320,A,Maisonneuve,E-F-G-H,-73.570420527584332000,45.505663104144404000,Régulier Payez-Partez
10321,A,Maisonneuve,E-F-G-H,-73.569544542547291000,45.506615469796621000,Régulier Payez-Partez
10323,A,Metcalfe,B-D-E-R,-73.575687845823836000,45.502472926969958000,Régulier Payez-Partez
10324,A,Mansfield,B-D-E-R,-73.573597340091283000,45.502246113122254000,Régulier Payez-Partez
10325,A,Mansfield,B-E-PA-R,-73.575103548382216000,45.503116347996837000,Régulier Payez-Partez
10332,A,Union,B-E-PA-R,-73.572067703038243000,45.505054573282806000,Régulier Payez-Partez
10335,A,Aylmer,E-G-PA-R,-73.572722930715798000,45.506382513185891000,Régulier Payez-Partez
10336,A,Aylmer,E-G-PA-R,-73.571573236246152000,45.505574910850839000,Régulier Payez-Partez
10337,A,City Councillors,E-G-PA-R,-73.571195866286601000,45.506036076782344000,Régulier Payez-Partez
10350,A,Mayor,E-F-G-H,-73.569535492812790000,45.505446145448531000,Régulier Payez-Partez
10359,A,Cathcart,BASE COURTE ,-73.570081000822412000,45.501778495410022000,Régulier Payez-Partez
10363,A,René-Lévesque,D-F-J-K,-73.569061803082107000,45.500280782167074000,Régulier Payez-Partez
10364,A,René-Lévesque,D-F-J-K,-73.567756920613036000,45.501680881651453000,Régulier Payez-Partez
10366,A,René-Lévesque,F-H-K-N,-73.566506573782974000,45.503217305370562000,Régulier Payez-Partez
10367,A,René-Lévesque,F-H-K-N,-73.565571560670961000,45.504431680342130000,Régulier Payez-Partez
10368,A,Mansfield,B-D-E-F,-73.573201317799359000,45.502187699898528000,Régulier Payez-Partez
10370,A,Mansfield,D-F-J-K,-73.570380578146555000,45.500855529596564000,Régulier Payez-Partez
10372,A,Robert-Bourassa,B-D-E-F,-73.570017557088249000,45.503210582154828000,Régulier Payez-Partez
10373,A,Robert-Bourassa,B-D-E-F,-73.571008735391160000,45.503834556937797000,Régulier Payez-Partez
10374,A,Union,B-D-E-F,-73.569705404877055000,45.503916936659969000,Régulier Payez-Partez
10375,A,Union,E-F-G-H,-73.570883357399282000,45.504651465183819000,Régulier Payez-Partez
10377,A,Union,D-F-J-K,-73.568333580884158000,45.503252988861597000,Régulier Payez-Partez
10378,A,Union,F-H-K-N,-73.566986212192219000,45.502723131730392000,Régulier Payez-Partez
10379,A,Aylmer,E-F-G-H,-73.569916149947289000,45.504780304497700000,Régulier Payez-Partez
10381,A,Phillips,F-H-K-N,-73.567004405952332000,45.503187705685335000,Régulier Payez-Partez
10383,A,Phillips,F-H-K-N,-73.568645370994275000,45.504173177811943000,Régulier Payez-Partez
10385,A,City Councillors,E-F-G-H,-73.569040657150950000,45.505131824459070000,Régulier Payez-Partez
10386,A,Saint-Alexandre,E-F-G-H,-73.568886796743314000,45.505864746667619000,Régulier Payez-Partez
10388,A,Saint-Alexandre,F-H-K-N,-73.567594299738204000,45.505353450390331000,Régulier Payez-Partez
10389,A,Bleury,E-F-G-H,-73.567970666470316000,45.506850319116552000,Régulier Payez-Partez
10392,A,René-Lévesque,D-F-J-K,-73.568789554825145000,45.500159526418535000,Régulier Payez-Partez
10395,A,René-Lévesque,F-H-K-N,-73.565341879200346000,45.504116746031251000,Régulier Payez-Partez
10399,A,Beaver Hall,F-H-K-N,-73.565004597730564000,45.502263222527759000,Régulier Payez-Partez
10400,A,La Gauchetière,D-F-J-K,-73.566225641976843000,45.499715995167342000,Régulier Payez-Partez
10404,A,La Gauchetière,F-H-K-N,-73.563472424783470000,45.503370369919544000,Régulier Payez-Partez
10407,A,Saint-Antoine,J-K-L-M,-73.563927257148961000,45.499410760466461000,Régulier Payez-Partez
10408,A,Mansfield,D-F-J-K,-73.567297664590683000,45.499353237872974000,Régulier Payez-Partez
10409,A,Mansfield,J-K-L-M,-73.565599179653759000,45.498543743677672000,Régulier Payez-Partez
10410,A,Robert-Bourassa,D-F-J-K,-73.567301341218723000,45.501649974172558000,Régulier Payez-Partez
10411,A,Robert-Bourassa,F-H-K-N,-73.566084552678618000,45.501450229723346000,Régulier Payez-Partez
10412,A,Robert-Bourassa,D-F-J-K,-73.565870016054120000,45.500895506095340000,Régulier Payez-Partez
10413,A,Robert-Bourassa,F-H-K-N,-73.565387498143082000,45.501111844514739000,Régulier Payez-Partez
10414,A,Union,F-H-K-N,-73.566601599226189000,45.502317443445811000,Régulier Payez-Partez
10415,A,Beaver Hall,BASE COURTE ,-73.566073424056853000,45.502859776937456000,Régulier Payez-Partez
10417,A,Beaver Hall,BASE COURTE ,-73.565694095384472000,45.502848969831852000,Régulier Payez-Partez
10419,A,Beaver Hall,K-M-N-P,-73.563926641258121000,45.502258098666019000,Régulier Payez-Partez
10420,A,Saint-Alexandre,F-H-K-N,-73.564494719892338000,45.503735850459499000,Régulier Payez-Partez
10422,A,Bleury,F-H-K-N,-73.564511420227063000,45.505070689093841000,Régulier Payez-Partez
10423,A,Bleury,F-H-K-N,-73.562905330141376000,45.504307101502050000,Régulier Payez-Partez
10424,A,Saint-Antoine,IMAGE AGENCE,-73.569918492206426000,45.494312425023637000,Régulier Payez-Partez
10428,A,Saint-Jacques,J-L-M-SP,-73.567775100864012000,45.493802196243877000,Régulier Payez-Partez
10429,A,Saint-Jacques,J-L-M-SP,-73.566772245321019000,45.494849941493243000,Régulier Payez-Partez
10437,A,Peel,J-K-L-M,-73.566295599743171000,45.496545095041554000,Régulier Payez-Partez
10438,A,Peel,J-L-M-SP,-73.564092800120150000,45.495690486203188000,Régulier Payez-Partez
10441,A,Cathédrale,J-K-L-M,-73.564885180208094000,45.497074855296361000,Régulier Payez-Partez
10443,A,Saint-Jacques,J-L-M-SP,-73.564233159281542000,45.497196083119270000,Régulier Payez-Partez
10444,A,Notre-Dame,K-L-M-P,-73.560899702933853000,45.499258737842062000,Régulier Payez-Partez
10446,A,Notre-Dame,K-L-M-P,-73.560825066932580000,45.499068059855944000,Régulier Payez-Partez
10447,A,Notre-Dame,K-L-M-P,-73.560482372483918000,45.499548916389237000,Régulier Payez-Partez
10448,A,Notre-Dame,K-L-M-P,-73.559800186430493000,45.500512322752634000,Régulier Payez-Partez
10453,A,René-Lévesque,F-H-K-N,-73.562965764079934000,45.507004607926163000,Régulier Payez-Partez
10454,A,René-Lévesque,F-H-K-N,-73.562334973890344000,45.507698059248447000,Régulier Payez-Partez
10455,A,René-Lévesque,H-N-P-Q,-73.561140832970239000,45.509080146681214000,Régulier Payez-Partez
10456,A,René-Lévesque,H-N-P-Q,-73.560377181457042000,45.509920758080703000,Régulier Payez-Partez
10457,A,René-Lévesque,H-N-P-Q,-73.559772845698149000,45.510704799770068000,Régulier Payez-Partez
10460,A,Viger,K-M-N-P,-73.559262785510398000,45.507054136875105000,Régulier Payez-Partez
10461,A,Saint-Antoine,K-M-N-P,-73.557962534917948000,45.506265867162760000,Régulier Payez-Partez
10462,A,Saint-Antoine,H-N-P-Q,-73.556528242156617000,45.508048835168822000,Régulier Payez-Partez
10466,A,Bleury,F-H-K-N,-73.563808754513147000,45.504873105852823000,Régulier Payez-Partez
10467,A,Bleury,K-M-N-P,-73.561917789458576000,45.503993183169236000,Régulier Payez-Partez
10470,A,Saint-Laurent,IMAGE AGENCE,-73.560908259031137000,45.508443716661979000,Régulier Payez-Partez
10471,A,Saint-Laurent,H-N-P-Q,-73.560201365262259000,45.508281785426611000,Régulier Payez-Partez
10472,A,Saint-Laurent,K-M-N-P,-73.559392176636536000,45.507756126670202000,Régulier Payez-Partez
10473,A,Saint-Laurent,H-N-P-Q,-73.559330556951167000,45.507880729438760000,Régulier Payez-Partez
10474,A,Saint-Laurent,K-M-N-P,-73.558115023473732000,45.507176484722038000,Régulier Payez-Partez
10475,A,Saint-Antoine,H-N-P-Q,-73.557088921985695000,45.507262828820245000,Régulier Payez-Partez
10485,A,Saint-Antoine,N-P-Q-Y,-73.553609860782899000,45.512172697844427000,Régulier Payez-Partez
10486,A,Sherbrooke,E-G-H-PA,-73.571119794085291000,45.508399569111255000,Régulier Payez-Partez
10487,A,Sherbrooke,E-G-PA-PB,-73.570695710324927000,45.509888255999492000,Régulier Payez-Partez
10488,A,Sherbrooke,E-G-PA-PB,-73.570229310903159000,45.511041146376591000,Régulier Payez-Partez
10489,A,Sherbrooke,E-G-H-PA,-73.570369638279445000,45.510020344889853000,Régulier Payez-Partez
10501,A,Ontario,G-PB-PC-S,-73.566328188691699000,45.512927904473983000,Régulier Payez-Partez
10502,A,Ontario,G-H-Q-S,-73.566453250876862000,45.511869451833839000,Régulier Payez-Partez
10503,A,Ontario,G-H-Q-S,-73.566108119823852000,45.513615696656842000,Régulier Payez-Partez
10505,A,Jeanne-Mance,E-G-PA-PB,-73.571244230290816000,45.509363067344005000,Régulier Payez-Partez
10506,A,Jeanne-Mance,E-G-H-PA,-73.569830200537851000,45.508962885727762000,Régulier Payez-Partez
10508,A,Saint-Laurent,G-H-PA-PB,-73.569307273958998000,45.512344000356947000,Régulier Payez-Partez
10509,A,Saint-Laurent,G-H-PA-PB,-73.566961572843439000,45.511253379551462000,Régulier Payez-Partez
10511,A,Saint-Laurent,G-H-PA-PB,-73.567955692265386000,45.511896676363513000,Régulier Payez-Partez
10512,A,Saint-Laurent,E-F-G-H,-73.566605417120442000,45.511098589021572000,Régulier Payez-Partez
10523,A,Sainte-Catherine,E-F-G-H,-73.566847909349889000,45.506554169891132000,Régulier Payez-Partez
10525,A,Sainte-Catherine,E-F-G-H,-73.565698226031529000,45.507869647616957000,Régulier Payez-Partez
10526,A,Sainte-Catherine,E-F-G-H,-73.564656745179676000,45.509062114746492000,Régulier Payez-Partez
10527,A,Saint-Laurent,G-H-Q-S,-73.563843236556295000,45.509999361801555000,Régulier Payez-Partez
10530,A,Sainte-Catherine,G-H-Q-S,-73.562648851233078000,45.511322215901622000,Régulier Payez-Partez
10531,A,Sainte-Catherine,G-H-Q-S,-73.561915564420303000,45.512163465778691000,Régulier Payez-Partez
10532,A,Sainte-Catherine,G-H-Q-S,-73.561442566642484000,45.512713658780434000,Régulier Payez-Partez
10534,A,René-Lévesque,F-H-K-N,-73.564601425883325000,45.505632585462457000,Régulier Payez-Partez
10535,A,René-Lévesque,F-H-K-N,-73.563757218839797000,45.506629924831856000,Régulier Payez-Partez
10537,A,René-Lévesque,F-H-K-N,-73.562634287698245000,45.507882377974255000,Régulier Payez-Partez
10538,A,René-Lévesque,G-H-Q-N,-73.561268848551634000,45.509434238462369000,Régulier Payez-Partez
10539,A,René-Lévesque,G-H-Q-N,-73.560374762010298000,45.510518656176252000,Régulier Payez-Partez
10540,A,René-Lévesque,G-H-Q-N,-73.559310840235810000,45.511745515647107000,Régulier Payez-Partez
10541,A,Bleury,E-F-G-H,-73.568688307583983000,45.507186660481956000,Régulier Payez-Partez
10543,A,Bleury,F-H-K-N,-73.566881555678762000,45.506180765464833000,Régulier Payez-Partez
10556,A,Saint-Laurent,E-F-G-H,-73.565244393655448000,45.510457319043063000,Régulier Payez-Partez
10558,A,Saint-Laurent,F-H-K-N,-73.563751294721399000,45.509733031877204000,Régulier Payez-Partez
10559,A,Saint-Laurent,F-H-K-N,-73.561877882015423000,45.508875386193054000,Régulier Payez-Partez
10561,A,Hôtel-de-Ville,G-H-Q-N,-73.562064450452084000,45.511716130333873000,Régulier Payez-Partez
10562,A,Sanguinet,G-H-Q-S,-73.562013224308757000,45.513050790504295000,Régulier Payez-Partez
10565,A,Sanguinet,G-H-Q-N,-73.560261663666964000,45.512359369731598000,Régulier Payez-Partez
10571,A,Saint-Mathieu,A-B-C-J,-73.579157818992172000,45.493694649852749000,Régulier Payez-Partez
10576,A,Cedar,BASE COURTE ,-73.589878803801568000,45.497337604773556000,Régulier Payez-Partez
10577,A,Cedar,A-B-E-R,-73.589096098922937000,45.498277631448609000,Régulier Payez-Partez
10578,A,Cedar,BASE COURTE ,-73.590215685658890000,45.496665226055470000,Régulier Payez-Partez
10579,A,Cedar,BASE COURTE ,-73.589707932725716000,45.497323536284789000,Régulier Payez-Partez
10580,A,Docteur-Penfield,B-E-PA-R,-73.578399877974178000,45.505739610270211000,Régulier Payez-Partez
10582,A,Côte-des-Neiges,A-B-E-R,-73.585813326231161000,45.496191864567749000,Régulier Payez-Partez
10583,A,Côte-des-Neiges,A-B-E-R,-73.582116480172644000,45.496454461778050000,Régulier Payez-Partez
10584,A,Pins,A-B-E-R,-73.587532936186093000,45.496668226276753000,Régulier Payez-Partez
10585,A,Côte-des-Neiges,A-B-E-R,-73.585134895788954000,45.496413033581597000,Régulier Payez-Partez
10586,A,Côte-des-Neiges,A-B-E-R,-73.583434300971064000,45.496511533960799000,Régulier Payez-Partez
10587,A,Drummond,BASE COURTE ,-73.581226561742312000,45.502069645129829000,Régulier Payez-Partez
10604,A,Cedar,A-B-E-R,-73.588963618014034000,45.498170797801983000,Régulier Payez-Partez
10607,A,Saint-Denis,BASE COURTE ,-73.564981559762572000,45.515853368918215000,Régulier Payez-Partez
10608,A,Ontario,G-PC-S-W,-73.564524297185741000,45.517628763644176000,Régulier Payez-Partez
10619,A,Sainte-Catherine,G-H-Q-S,-73.560637119259766000,45.513675158561590000,Régulier Payez-Partez
10620,A,Berri,BASE COURTE ,-73.560000150631282000,45.514660596259773000,Régulier Payez-Partez
10622,A,Sainte-Catherine,Q-S-W-Y,-73.558804532857920000,45.515692935145658000,Régulier Payez-Partez
10623,A,René-Lévesque,G-H-Q-N,-73.558471520421278000,45.512668192519826000,Régulier Payez-Partez
10624,A,René-Lévesque,H-N-P-Q,-73.558800251548732000,45.511725074415850000,Régulier Payez-Partez
10625,A,René-Lévesque,H-N-Q-S,-73.557677941046279000,45.513533080950957000,Régulier Payez-Partez
10626,A,René-Lévesque,H-N-P-Q,-73.557929243897860000,45.512748301416281000,Régulier Payez-Partez
10627,A,René-Lévesque,H-N-Q-S,-73.557005697940539000,45.514294207081612000,Régulier Payez-Partez
10628,A,René-Lévesque,Q-S-W-Y,-73.556060515791103000,45.515311332753733000,Régulier Payez-Partez
10633,A,Viger,H-N-Q-S,-73.554631201247830000,45.513022051412271000,Régulier Payez-Partez
10635,A,Saint-Denis,G-PB-PC-S,-73.565411109913526000,45.515908792215320000,Régulier Payez-Partez
10638,A,Saint-Denis,G-H-Q-S,-73.563165783717650000,45.514892158637402000,Régulier Payez-Partez
10640,A,Saint-Denis,G-H-Q-S,-73.562221064475352000,45.514456942294295000,Régulier Payez-Partez
10642,A,Saint-Denis,G-H-Q-S,-73.563967322398767000,45.515390684240963000,Régulier Payez-Partez
10648,A,Saint-Denis,H-N-Q-S,-73.560188405147954000,45.513673320731186000,Régulier Payez-Partez
10651,A,Saint-Denis,H-N-P-Q,-73.557453865432947000,45.512427261759861000,Régulier Payez-Partez
10657,A,Berri,G-PC-S-W,-73.566620809909139000,45.517616312330105000,Régulier Payez-Partez
10660,A,Berri,G-PC-S-W,-73.565587508893842000,45.517635298326688000,Régulier Payez-Partez
10663,A,Berri,G-H-Q-S,-73.561912574870334000,45.515569110878950000,Régulier Payez-Partez
10664,A,Berri,Q-S-W-Y,-73.563700810247212000,45.516657027718260000,Régulier Payez-Partez
10669,A,Berri,H-N-Q-S,-73.559109216421859000,45.514243216158640000,Régulier Payez-Partez
10671,A,Berri,H-N-P-Q,-73.556869229283194000,45.513213045755279000,Régulier Payez-Partez
10672,A,Berri,H-N-P-Q,-73.556280834606994000,45.513206525842030000,Régulier Payez-Partez
10673,A,Labelle,H-N-Q-S,-73.557567919778677000,45.514257077378268000,Régulier Payez-Partez
10675,A,Saint-Hubert,IMAGE AGENCE,-73.560690479820806000,45.516336774300271000,Régulier Payez-Partez
10676,A,Saint-Hubert,IMAGE AGENCE,-73.559791080276753000,45.515783630915749000,Régulier Payez-Partez
10677,A,Saint-Hubert,IMAGE AGENCE,-73.559685222049595000,45.515886124175267000,Régulier Payez-Partez
10678,A,Saint-Hubert,H-N-Q-S,-73.558422767091798000,45.515151156754435000,Régulier Payez-Partez
